+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                  ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:0:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01                                                                                                         ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|rst_logic                                                                                                                  ; 39    ; 0              ; 16           ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_traffic_loop:3:traffic                                                                                           ; 39    ; 1              ; 0            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_traffic_loop:2:traffic                                                                                           ; 39    ; 1              ; 0            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_traffic_loop:1:traffic                                                                                           ; 39    ; 1              ; 0            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_traffic_loop:0:traffic                                                                                           ; 39    ; 1              ; 0            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\Data_check_loop:3:judg_if_data_is_internal:Data_check                                                                     ; 24    ; 0              ; 16           ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\Data_check_loop:2:judg_if_data_is_internal:Data_check                                                                     ; 24    ; 0              ; 16           ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\Data_check_loop:1:judg_if_data_is_internal:Data_check                                                                     ; 24    ; 0              ; 16           ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\Data_check_loop:0:judg_if_data_is_internal:Data_check                                                                     ; 24    ; 0              ; 16           ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\Data_gen_loop:3:judg_if_data_is_internal:Data_gen                                                                         ; 3     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\Data_gen_loop:2:judg_if_data_is_internal:Data_gen                                                                         ; 3     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\Data_gen_loop:1:judg_if_data_is_internal:Data_gen                                                                         ; 3     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\Data_gen_loop:0:judg_if_data_is_internal:Data_gen                                                                         ; 3     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR_reconfig|XCVR_Reconfig_3125_4ch_alt2gxb_reconfig_vfm_component|dprio|state_mc_decode|auto_generated                   ; 3     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR_reconfig|XCVR_Reconfig_3125_4ch_alt2gxb_reconfig_vfm_component|dprio|state_mc_counter|auto_generated                  ; 3     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR_reconfig|XCVR_Reconfig_3125_4ch_alt2gxb_reconfig_vfm_component|dprio|state_mc_cmpr|auto_generated                     ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR_reconfig|XCVR_Reconfig_3125_4ch_alt2gxb_reconfig_vfm_component|dprio|rd_data_output_cmpr|auto_generated               ; 12    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR_reconfig|XCVR_Reconfig_3125_4ch_alt2gxb_reconfig_vfm_component|dprio|pre_amble_cmpr|auto_generated                    ; 12    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR_reconfig|XCVR_Reconfig_3125_4ch_alt2gxb_reconfig_vfm_component|dprio                                                  ; 47    ; 1              ; 0            ; 1              ; 20     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR_reconfig|XCVR_Reconfig_3125_4ch_alt2gxb_reconfig_vfm_component|calibration|alt_cal_mux_gen.testbus_mux|auto_generated ; 18    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR_reconfig|XCVR_Reconfig_3125_4ch_alt2gxb_reconfig_vfm_component                                                        ; 18    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR_reconfig                                                                                                              ; 18    ; 1              ; 0            ; 1              ; 5      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR|XCVR_3125_4ch_alt4gxb_component                                                                                       ; 111   ; 0              ; 0            ; 0              ; 138    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|XCVR                                                                                                                       ; 111   ; 4              ; 0            ; 4              ; 138    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen                                                                                                                            ; 71    ; 74             ; 64           ; 74             ; 142    ; 74              ; 74            ; 74              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
